bioid	biourl	fullname	wiki_fullname	wikientity	wikientity_dupechk	lastname	firstname	state	district	party	wiki_party	congress	wiki_congress	start time	end time
								FL	Florida	Whig	Whigs	32	32nd United States Congress	1851-03-04T00:00:00Z	1853-03-04T00:00:00Z
								FL	Florida	Whig	Whigs	33	33rd United States Congress	1853-03-04T00:00:00Z	1855-03-04T00:00:00Z
D000166	https://bioguideretro.congress.gov/Static_Files/data/D/D000166.xml	William lewis Dayton	William L. Dayton	Q331182	1	Dayton	William lewis	NJ	New Jersey	Whig	Whigs	27	27th United States Congress	1841-03-04T00:00:00Z	1843-03-04T00:00:00Z
								NJ	New Jersey	Whig	Whigs	28	28th United States Congress	1843-03-04T00:00:00Z	1845-03-04T00:00:00Z
								NJ	New Jersey	Whig	Whigs	29	29th United States Congress	1845-03-04T00:00:00Z	1847-03-04T00:00:00Z
								NJ	New Jersey	Whig	Whigs	30	30th United States Congress	1847-03-04T00:00:00Z	1849-03-04T00:00:00Z
								NJ	New Jersey	Whig	Whigs	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
B001069	https://bioguideretro.congress.gov/Static_Files/data/B/B001069.xml	Thomas granville Burch	Thomas G. Burch	Q2424098	1	Burch	Thomas granville	VA	Virginia	Democrat	Democratic Party	79	79th United States Congress	1945-01-03T00:00:00Z	1947-01-03T00:00:00Z
A000141	https://bioguideretro.congress.gov/Static_Files/data/A/A000141.xml	Philip Allen	Philip Allen	Q438336	1	Allen	Philip	RI	Rhode Island	Democrat	Democratic Party	33	33rd United States Congress	1853-03-04T00:00:00Z	1855-03-04T00:00:00Z
								RI	Rhode Island	Democrat	Democratic Party	34	34th United States Congress	1855-03-04T00:00:00Z	1857-03-04T00:00:00Z
								RI	Rhode Island	Democrat	Democratic Party	35	35th United States Congress	1857-03-04T00:00:00Z	1859-03-04T00:00:00Z
S000534	https://bioguideretro.congress.gov/Static_Files/data/S/S000534.xml	Frank leslie Smith	Frank Leslie Smith	Q3068384	1	Smith	Frank leslie	IL	Illinois	Republican	Republican Party	69	69th United States Congress	1925-03-04T00:00:00Z	1927-03-04T00:00:00Z
								IL	Illinois	Republican	Republican Party	70	70th United States Congress	1927-03-04T00:00:00Z	1929-03-04T00:00:00Z
H000338	https://bioguideretro.congress.gov/Static_Files/data/H/H000338.xml	Orrin grant Hatch	Orrin Hatch	Q381157	1	Hatch	Orrin grant	UT	Utah	Republican	Republican Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	100	100th United States Congress	1987-01-03T00:00:00Z	1989-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	107	107th United States Congress	2001-01-03T00:00:00Z	2003-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	108	108th United States Congress	2003-01-03T00:00:00Z	2005-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	109	109th United States Congress	2005-01-03T00:00:00Z	2007-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	110	110th United States Congress	2007-01-03T00:00:00Z	2009-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	111	111th United States Congress	2009-01-03T00:00:00Z	2011-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	112	112th United States Congress	2011-01-03T00:00:00Z	2013-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	113	113th United States Congress	2013-01-03T00:00:00Z	2015-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	114	114th United States Congress	2015-01-03T00:00:00Z	2017-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	115	115th United States Congress	2017-01-03T00:00:00Z	2019-01-03T00:00:00Z
C000062	https://bioguideretro.congress.gov/Static_Files/data/C/C000062.xml	Johnson newlon Camden	Johnson N. Camden	Q1702475	1	Camden	Johnson newlon	WV	West Virginia	Democrat	Democratic Party	47	47th United States Congress	1881-03-04T00:00:00Z	1883-03-04T00:00:00Z
								WV	West Virginia	Democrat	Democratic Party	48	48th United States Congress	1883-03-04T00:00:00Z	1885-03-04T00:00:00Z
								WV	West Virginia	Democrat	Democratic Party	49	49th United States Congress	1885-03-04T00:00:00Z	1887-03-04T00:00:00Z
								WV	West Virginia	Democrat	Democratic Party	52	52nd United States Congress	1891-03-04T00:00:00Z	1893-03-04T00:00:00Z
								WV	West Virginia	Democrat	Democratic Party	53	53rd United States Congress	1893-03-04T00:00:00Z	1895-03-04T00:00:00Z
B001055	https://bioguideretro.congress.gov/Static_Files/data/B/B001055.xml	William john Bulow	William J. Bulow	Q881922	1	Bulow	William john	SD	South Dakota	Democrat	Democratic Party	72	72nd United States Congress	1931-03-04T00:00:00Z	1933-03-04T00:00:00Z
								SD	South Dakota	Democrat	Democratic Party	73	73rd United States Congress	1933-03-04T00:00:00Z	1935-01-03T00:00:00Z
								SD	South Dakota	Democrat	Democratic Party	74	74th United States Congress	1935-01-03T00:00:00Z	1937-01-03T00:00:00Z
								SD	South Dakota	Democrat	Democratic Party	75	75th United States Congress	1937-01-03T00:00:00Z	1939-01-03T00:00:00Z
								SD	South Dakota	Democrat	Democratic Party	76	76th United States Congress	1939-01-03T00:00:00Z	1941-01-03T00:00:00Z
								SD	South Dakota	Democrat	Democratic Party	77	77th United States Congress	1941-01-03T00:00:00Z	1943-01-03T00:00:00Z
K000132	https://bioguideretro.congress.gov/Static_Files/data/K/K000132.xml	John worth Kern	John W. Kern	Q454957	1	Kern	John worth	IN	Indiana	Democrat	Democratic Party	62	62nd United States Congress	1911-03-04T00:00:00Z	1913-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	63	63rd United States Congress	1913-03-04T00:00:00Z	1915-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	64	64th United States Congress	1915-03-04T00:00:00Z	1917-03-04T00:00:00Z
C000076	https://bioguideretro.congress.gov/Static_Files/data/C/C000076.xml	Alexander Campbell	Alexander Campbell	Q2621553	1	Campbell	Alexander	OH	Ohio	Democratic Republican	Democratic-Republican Party	11	11th United States Congress	1809-03-04T00:00:00Z	1811-03-04T00:00:00Z
								OH	Ohio	Democratic Republican	Democratic-Republican Party	12	12th United States Congress	1811-03-04T00:00:00Z	1813-03-04T00:00:00Z
W000766	https://bioguideretro.congress.gov/Static_Files/data/W/W000766.xml	Joseph albert Wright	Joseph A. Wright	Q830000	1	Wright	Joseph albert	IN	Indiana	Unionist	Unionist Party	37	37th United States Congress	1861-03-04T00:00:00Z	1863-03-04T00:00:00Z
M000257	https://bioguideretro.congress.gov/Static_Files/data/M/M000257.xml	Mack francis Mattingly	Mack Mattingly	Q1811690	1	Mattingly	Mack francis	GA	Georgia	Republican	Republican Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								GA	Georgia	Republican	Republican Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								GA	Georgia	Republican	Republican Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
W000772	https://bioguideretro.congress.gov/Static_Files/data/W/W000772.xml	William Wright	William Wright	Q1522975	1	Wright	William	NJ	New Jersey	Democrat	Democratic Party	33	33rd United States Congress	1853-03-04T00:00:00Z	1855-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	34	34th United States Congress	1855-03-04T00:00:00Z	1857-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	35	35th United States Congress	1857-03-04T00:00:00Z	1859-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	38	38th United States Congress	1863-03-04T00:00:00Z	1865-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	39	39th United States Congress	1865-03-04T00:00:00Z	1867-03-04T00:00:00Z
R000184	https://bioguideretro.congress.gov/Static_Files/data/R/R000184.xml	Robert barnwell Rhett	Robert Rhett	Q2158607	1	Rhett	Robert barnwell	SC	South Carolina	Democrat	Democratic Party	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
								SC	South Carolina	Democrat	Democratic Party	32	32nd United States Congress	1851-03-04T00:00:00Z	1853-03-04T00:00:00Z
M000519	https://bioguideretro.congress.gov/Static_Files/data/M/M000519.xml	John Mckinley	John McKinley	Q926834	1	Mckinley	John	AL	Alabama	Jacksonian	Jacksonian	19	19th United States Congress	1825-03-04T00:00:00Z	1827-03-04T00:00:00Z
								AL	Alabama	Jacksonian	Jacksonian	20	20th United States Congress	1827-03-04T00:00:00Z	1829-03-04T00:00:00Z
								AL	Alabama	Jacksonian	Jacksonian	21	21st United States Congress	1829-03-04T00:00:00Z	1831-03-04T00:00:00Z
								AL	Alabama	Democrat	Democratic Party	25	25th United States Congress	1837-03-04T00:00:00Z	1839-03-04T00:00:00Z
M000096	https://bioguideretro.congress.gov/Static_Files/data/M/M000096.xml	Willie person Mangum	Willie Person Mangum	Q1720552	1	Mangum	Willie person	NC	North Carolina	Jacksonian	Jacksonian	22	22nd United States Congress	1831-03-04T00:00:00Z	1833-03-04T00:00:00Z
								NC	North Carolina	Anti-Jacksonian	Anti-Jacksonian	23	23rd United States Congress	1833-03-04T00:00:00Z	1835-03-04T00:00:00Z
								NC	North Carolina	Anti-Jacksonian	Anti-Jacksonian	24	24th United States Congress	1835-03-04T00:00:00Z	1837-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	26	26th United States Congress	1839-03-04T00:00:00Z	1841-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	27	27th United States Congress	1841-03-04T00:00:00Z	1843-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	28	28th United States Congress	1843-03-04T00:00:00Z	1845-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	29	29th United States Congress	1845-03-04T00:00:00Z	1847-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	30	30th United States Congress	1847-03-04T00:00:00Z	1849-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
								NC	North Carolina	Whig	Whigs	32	32nd United States Congress	1851-03-04T00:00:00Z	1853-03-04T00:00:00Z
H000648	https://bioguideretro.congress.gov/Static_Files/data/H/H000648.xml	Phineas warren Hitchcock	Phineas Hitchcock	Q2088365	1	Hitchcock	Phineas warren	NE	Nebraska	Republican	Republican Party	42	42nd United States Congress	1871-03-04T00:00:00Z	1873-03-04T00:00:00Z
								NE	Nebraska	Republican	Republican Party	43	43rd United States Congress	1873-03-04T00:00:00Z	1875-03-04T00:00:00Z
								NE	Nebraska	Republican	Republican Party	44	44th United States Congress	1875-03-04T00:00:00Z	1877-03-04T00:00:00Z
C000506	https://bioguideretro.congress.gov/Static_Files/data/C/C000506.xml	Earle c. Clements	Earle C. Clements	Q361373	1	Clements	Earle c.	KY	Kentucky	Democrat	Democratic Party	81	81st United States Congress	1949-01-03T00:00:00Z	1951-01-03T00:00:00Z
								KY	Kentucky	Democrat	Democratic Party	82	82nd United States Congress	1951-01-03T00:00:00Z	1953-01-03T00:00:00Z
								KY	Kentucky	Democrat	Democratic Party	83	83rd United States Congress	1953-01-03T00:00:00Z	1955-01-03T00:00:00Z
								KY	Kentucky	Democrat	Democratic Party	84	84th United States Congress	1955-01-03T00:00:00Z	1957-01-03T00:00:00Z
B001243	https://bioguideretro.congress.gov/Static_Files/data/B/B001243.xml	Marsha Blackburn	Marsha Blackburn	Q458971	1	Blackburn	Marsha	TN	Tennessee	Republican	Republican Party	116	116th United States Congress	2019-01-03T00:00:00Z	2021-01-03T00:00:00Z
W000202	https://bioguideretro.congress.gov/Static_Files/data/W/W000202.xml	James Watson	James Watson	Q438181	1	Watson	James	NY	New York	Federalist	Federalist Party	5	5th United States Congress	1797-03-04T00:00:00Z	1799-03-04T00:00:00Z
								NY	New York	Federalist	Federalist Party	6	6th United States Congress	1799-03-04T00:00:00Z	1801-03-04T00:00:00Z
S000939	https://bioguideretro.congress.gov/Static_Files/data/S/S000939.xml	John potter Stockton	John P. Stockton	Q433837	1	Stockton	John potter	NJ	New Jersey	Democrat	Democratic Party	39	39th United States Congress	1865-03-04T00:00:00Z	1867-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	41	41st United States Congress	1869-03-04T00:00:00Z	1871-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	42	42nd United States Congress	1871-03-04T00:00:00Z	1873-03-04T00:00:00Z
								NJ	New Jersey	Democrat	Democratic Party	43	43rd United States Congress	1873-03-04T00:00:00Z	1875-03-04T00:00:00Z
F000333	https://bioguideretro.congress.gov/Static_Files/data/F/F000333.xml	Joseph irwin France	Joseph I. France	Q366546	1	France	Joseph irwin	MD	Maryland	Republican	Republican Party	65	65th United States Congress	1917-03-04T00:00:00Z	1919-03-04T00:00:00Z
								MD	Maryland	Republican	Republican Party	66	66th United States Congress	1919-03-04T00:00:00Z	1921-03-04T00:00:00Z
								MD	Maryland	Republican	Republican Party	67	67th United States Congress	1921-03-04T00:00:00Z	1923-03-04T00:00:00Z
P000299	https://bioguideretro.congress.gov/Static_Files/data/P/P000299.xml	Samuel shethar Phelps	Samuel Shethar Phelps	Q2218848	1	Phelps	Samuel shethar	VT	Vermont	Whig	Whigs	26	26th United States Congress	1839-03-04T00:00:00Z	1841-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	27	27th United States Congress	1841-03-04T00:00:00Z	1843-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	28	28th United States Congress	1843-03-04T00:00:00Z	1845-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	29	29th United States Congress	1845-03-04T00:00:00Z	1847-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	30	30th United States Congress	1847-03-04T00:00:00Z	1849-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	32	32nd United States Congress	1851-03-04T00:00:00Z	1853-03-04T00:00:00Z
								VT	Vermont	Whig	Whigs	33	33rd United States Congress	1853-03-04T00:00:00Z	1855-03-04T00:00:00Z
G000032	https://bioguideretro.congress.gov/Static_Files/data/G/G000032.xml	Robert jackson Gamble	Robert J. Gamble	Q446101	1	Gamble	Robert jackson	SD	South Dakota	Republican	Republican Party	57	57th United States Congress	1901-03-04T00:00:00Z	1903-03-04T00:00:00Z
								SD	South Dakota	Republican	Republican Party	58	58th United States Congress	1903-03-04T00:00:00Z	1905-03-04T00:00:00Z
								SD	South Dakota	Republican	Republican Party	59	59th United States Congress	1905-03-04T00:00:00Z	1907-03-04T00:00:00Z
								SD	South Dakota	Republican	Republican Party	60	60th United States Congress	1907-03-04T00:00:00Z	1909-03-04T00:00:00Z
								SD	South Dakota	Republican	Republican Party	61	61st United States Congress	1909-03-04T00:00:00Z	1911-03-04T00:00:00Z
								SD	South Dakota	Republican	Republican Party	62	62nd United States Congress	1911-03-04T00:00:00Z	1913-03-04T00:00:00Z
T000008	https://bioguideretro.congress.gov/Static_Files/data/T/T000008.xml	Kingsley arter Taft	Kingsley A. Taft	Q1742148	1	Taft	Kingsley arter	OH	Ohio	Republican	Republican Party	79	79th United States Congress	1945-01-03T00:00:00Z	1947-01-03T00:00:00Z
S000905	https://bioguideretro.congress.gov/Static_Files/data/S/S000905.xml	David Stewart	David Stewart	Q433462	1	Stewart	David	MD	Maryland	Whig	Whigs	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
B000820	https://bioguideretro.congress.gov/Static_Files/data/B/B000820.xml	John william Bricker	John William Bricker	Q885374	1	Bricker	John william	OH	Ohio	Republican	Republican Party	80	80th United States Congress	1947-01-03T00:00:00Z	1949-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	81	81st United States Congress	1949-01-03T00:00:00Z	1951-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	82	82nd United States Congress	1951-01-03T00:00:00Z	1953-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	83	83rd United States Congress	1953-01-03T00:00:00Z	1955-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	84	84th United States Congress	1955-01-03T00:00:00Z	1957-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	85	85th United States Congress	1957-01-03T00:00:00Z	1959-01-03T00:00:00Z
V000116	https://bioguideretro.congress.gov/Static_Files/data/V/V000116.xml	Daniel wolsey Voorhees	Daniel W. Voorhees	Q5219007	1	Voorhees	Daniel wolsey	IN	Indiana	Democrat	Democratic Party	45	45th United States Congress	1877-03-04T00:00:00Z	1879-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	46	46th United States Congress	1879-03-04T00:00:00Z	1881-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	47	47th United States Congress	1881-03-04T00:00:00Z	1883-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	48	48th United States Congress	1883-03-04T00:00:00Z	1885-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	49	49th United States Congress	1885-03-04T00:00:00Z	1887-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	50	50th United States Congress	1887-03-04T00:00:00Z	1889-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	51	51st United States Congress	1889-03-04T00:00:00Z	1891-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	52	52nd United States Congress	1891-03-04T00:00:00Z	1893-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	53	53rd United States Congress	1893-03-04T00:00:00Z	1895-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	54	54th United States Congress	1895-03-04T00:00:00Z	1897-03-04T00:00:00Z
D000563	https://bioguideretro.congress.gov/Static_Files/data/D/D000563.xml	Richard joseph Durbin	Dick Durbin	Q434804	1	Durbin	Richard joseph	IL	Illinois	Democrat	Democratic Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	107	107th United States Congress	2001-01-03T00:00:00Z	2003-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	108	108th United States Congress	2003-01-03T00:00:00Z	2005-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	109	109th United States Congress	2005-01-03T00:00:00Z	2007-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	110	110th United States Congress	2007-01-03T00:00:00Z	2009-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	111	111th United States Congress	2009-01-03T00:00:00Z	2011-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	112	112th United States Congress	2011-01-03T00:00:00Z	2013-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	113	113th United States Congress	2013-01-03T00:00:00Z	2015-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	114	114th United States Congress	2015-01-03T00:00:00Z	2017-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	115	115th United States Congress	2017-01-03T00:00:00Z	2019-01-03T00:00:00Z
								IL	Illinois	Democrat	Democratic Party	116	116th United States Congress	2019-01-03T00:00:00Z	2021-01-03T00:00:00Z
B000835	https://bioguideretro.congress.gov/Static_Files/data/B/B000835.xml	Jesse david Bright	Jesse D. Bright	Q456037	1	Bright	Jesse david	IN	Indiana	Democrat	Democratic Party	29	29th United States Congress	1845-03-04T00:00:00Z	1847-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	30	30th United States Congress	1847-03-04T00:00:00Z	1849-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	32	32nd United States Congress	1851-03-04T00:00:00Z	1853-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	33	33rd United States Congress	1853-03-04T00:00:00Z	1855-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	34	34th United States Congress	1855-03-04T00:00:00Z	1857-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	35	35th United States Congress	1857-03-04T00:00:00Z	1859-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	36	36th United States Congress	1859-03-04T00:00:00Z	1861-03-04T00:00:00Z
								IN	Indiana	Democrat	Democratic Party	37	37th United States Congress	1861-03-04T00:00:00Z	1863-03-04T00:00:00Z
L000427	https://bioguideretro.congress.gov/Static_Files/data/L/L000427.xml	Rose mcconnell Long	Rose McConnell Long	Q521769	1	Long	Rose mcconnell	LA	Louisiana	Democrat	Democratic Party	74	74th United States Congress	1935-01-03T00:00:00Z	1937-01-03T00:00:00Z
T000009	https://bioguideretro.congress.gov/Static_Files/data/T/T000009.xml	Robert alphonso Taft	Robert Alphonso Taft	Q519730	1	Taft	Robert alphonso	OH	Ohio	Republican	Republican Party	76	76th United States Congress	1939-01-03T00:00:00Z	1941-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	77	77th United States Congress	1941-01-03T00:00:00Z	1943-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	78	78th United States Congress	1943-01-03T00:00:00Z	1945-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	79	79th United States Congress	1945-01-03T00:00:00Z	1947-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	80	80th United States Congress	1947-01-03T00:00:00Z	1949-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	81	81st United States Congress	1949-01-03T00:00:00Z	1951-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	82	82nd United States Congress	1951-01-03T00:00:00Z	1953-01-03T00:00:00Z
								OH	Ohio	Republican	Republican Party	83	83rd United States Congress	1953-01-03T00:00:00Z	1955-01-03T00:00:00Z
S000086	https://bioguideretro.congress.gov/Static_Files/data/S/S000086.xml	Frederick adolphus Sawyer	Frederick A. Sawyer	Q5497222	1	Sawyer	Frederick adolphus	SC	South Carolina	Republican	Republican Party	40	40th United States Congress	1867-03-04T00:00:00Z	1869-03-04T00:00:00Z
								SC	South Carolina	Republican	Republican Party	41	41st United States Congress	1869-03-04T00:00:00Z	1871-03-04T00:00:00Z
								SC	South Carolina	Republican	Republican Party	42	42nd United States Congress	1871-03-04T00:00:00Z	1873-03-04T00:00:00Z
W000203	https://bioguideretro.congress.gov/Static_Files/data/W/W000203.xml	James eli Watson	James Eli Watson	Q6133417	1	Watson	James eli	IN	Indiana	Republican	Republican Party	64	64th United States Congress	1915-03-04T00:00:00Z	1917-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	65	65th United States Congress	1917-03-04T00:00:00Z	1919-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	66	66th United States Congress	1919-03-04T00:00:00Z	1921-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	67	67th United States Congress	1921-03-04T00:00:00Z	1923-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	68	68th United States Congress	1923-03-04T00:00:00Z	1925-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	69	69th United States Congress	1925-03-04T00:00:00Z	1927-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	70	70th United States Congress	1927-03-04T00:00:00Z	1929-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	71	71st United States Congress	1929-03-04T00:00:00Z	1931-03-04T00:00:00Z
								IN	Indiana	Republican	Republican Party	72	72nd United States Congress	1931-03-04T00:00:00Z	1933-03-04T00:00:00Z
T000035	https://bioguideretro.congress.gov/Static_Files/data/T/T000035.xml	Herman eugene Talmadge	Herman Talmadge	Q356029	1	Talmadge	Herman eugene	GA	Georgia	Democrat	Democratic Party	85	85th United States Congress	1957-01-03T00:00:00Z	1959-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	86	86th United States Congress	1959-01-03T00:00:00Z	1961-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	87	87th United States Congress	1961-01-03T00:00:00Z	1963-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	88	88th United States Congress	1963-01-03T00:00:00Z	1965-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	89	89th United States Congress	1965-01-03T00:00:00Z	1967-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	90	90th United States Congress	1967-01-03T00:00:00Z	1969-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	91	91st United States Congress	1969-01-03T00:00:00Z	1971-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	92	92nd United States Congress	1971-01-03T00:00:00Z	1973-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	93	93rd United States Congress	1973-01-03T00:00:00Z	1975-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	94	94th United States Congress	1975-01-03T00:00:00Z	1977-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								GA	Georgia	Democrat	Democratic Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
E000110	https://bioguideretro.congress.gov/Static_Files/data/E/E000110.xml	Stephen benton Elkins	Stephen Benton Elkins	Q723281	1	Elkins	Stephen benton	WV	West Virginia	Republican	Republican Party	54	54th United States Congress	1895-03-04T00:00:00Z	1897-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	55	55th United States Congress	1897-03-04T00:00:00Z	1899-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	56	56th United States Congress	1899-03-04T00:00:00Z	1901-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	57	57th United States Congress	1901-03-04T00:00:00Z	1903-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	58	58th United States Congress	1903-03-04T00:00:00Z	1905-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	59	59th United States Congress	1905-03-04T00:00:00Z	1907-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	60	60th United States Congress	1907-03-04T00:00:00Z	1909-03-04T00:00:00Z
								WV	West Virginia	Republican	Republican Party	61	61st United States Congress	1909-03-04T00:00:00Z	1911-03-04T00:00:00Z
R000350	https://bioguideretro.congress.gov/Static_Files/data/R/R000350.xml	Moses Robinson	Moses Robinson	Q888648	1	Robinson	Moses	VT	Vermont	Anti-Administration	Anti-Administration	2	2nd United States Congress	1791-03-04T00:00:00Z	1793-03-04T00:00:00Z
